"","Country","Region","Year","Adjusted savings: energy depletion (current US$)","Adjusted savings: mineral depletion (current US$)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Age dependency ratio (% of working-age population)","Age dependency ratio, young (% of working-age population)","Age dependency ratio, old (% of working-age population)","Agriculture, value added (annual % growth)","Agriculture, value added (constant 2010 US$)","Agriculture, value added (current US$)","Air transport, freight (million ton-km)","Air transport, passengers carried","Air transport, registered carrier departures worldwide","Automated teller machines (ATMs) (per 100,000 adults)","Business extent of disclosure index (0=less disclosure to 10=more disclosure)","Claims on central government, etc. (% GDP)","Commercial bank branches (per 100,000 adults)","Cost of business start-up procedures (% of GNI per capita)","Cost of business start-up procedures, female (% of GNI per capita)","Cost of business start-up procedures, male (% of GNI per capita)","Depth of credit information index (0=low to 8=high)","Diabetes prevalence (% of population ages 20 to 79)","Distance to frontier score (0=lowest performance to 100=frontier)","Domestic credit provided by financial sector (% of GDP)","Domestic credit to private sector (% of GDP)","Domestic credit to private sector by banks (% of GDP)","Ease of doing business index (1=most business-friendly regulations)","Export value index (2000 = 100)","Export volume index (2000 = 100)","Exports of goods and services (% of GDP)","Exports of goods and services (current US$)","External balance on goods and services (% of GDP)","Fixed broadband subscriptions","Fixed broadband subscriptions (per 100 people)","Fixed telephone subscriptions","Fixed telephone subscriptions (per 100 people)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)","Foreign direct investment, net outflows (BoP, current US$)","Forest area (% of land area)","Forest area (sq. km)","GDP (current US$)","GDP at market prices (constant 2010 US$)","GDP growth (annual %)","GDP per capita (constant 2010 US$)","GDP per capita (current US$)","GDP per capita growth (annual %)","GDP per capita, PPP (constant 2011 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2011 international $)","GDP, PPP (current international $)","General government final consumption expenditure (% of GDP)","General government final consumption expenditure (current US$)","GNI (current US$)","GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)","Gross national expenditure (current US$)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)","Import value index (2000 = 100)","Imports of goods and services (% of GDP)","Imports of goods and services (current US$)","Improved sanitation facilities (% of population with access)","Improved sanitation facilities, rural (% of rural population with access)","Improved sanitation facilities, urban (% of urban population with access)","Improved water source (% of population with access)","Improved water source, rural (% of rural population with access)","Improved water source, urban (% of urban population with access)","Incidence of tuberculosis (per 100,000 people)","Industry, value added (annual % growth)","Industry, value added (constant 2010 US$)","Industry, value added (current US$)","Inflation, consumer prices (annual %)","Inflation, GDP deflator (annual %)","International migrant stock (% of population)","International migrant stock, total","Internet users (per 100 people)","Labor tax and contributions (% of commercial profits)","Land area (sq. km)","Lifetime risk of maternal death (%)","Lifetime risk of maternal death (1 in: rate varies by country)","Maternal mortality ratio (modeled estimate, per 100,000 live births)","Merchandise exports (current US$)","Merchandise imports (current US$)","Merchandise trade (% of GDP)","Mobile cellular subscriptions","Mobile cellular subscriptions (per 100 people)","Mortality rate, infant (per 1,000 live births)","Mortality rate, infant, female (per 1,000 live births)","Mortality rate, infant, male (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)","Number of infant deaths","Number of maternal deaths","Number of neonatal deaths","Number of under-five deaths","Official entrance age to lower secondary education (years)","Official entrance age to primary education (years)","Other taxes payable by businesses (% of commercial profits)","People practicing open defecation (% of population)","People practicing open defecation, rural (% of rural population)","People practicing open defecation, urban (% of urban population)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","Population ages 0-14 (% of total)","Population ages 15-64 (% of total)","Population ages 65 and above (% of total)","Population density (people per sq. km of land area)","Population growth (annual %)","Population, female (% of total)","Population, total","Preprimary education, duration (years)","Private credit bureau coverage (% of adults)","Procedures to build a warehouse (number)","Procedures to register property (number)","Profit tax (% of commercial profits)","Proportion of seats held by women in national parliaments (%)","Public credit registry coverage (% of adults)","Refugee population by country or territory of origin","Rural population","Rural population (% of total population)","Rural population growth (annual %)","Secure Internet servers","Secure Internet servers (per 1 million people)","Services, etc., value added (annual % growth)","Services, etc., value added (current US$)","Start-up procedures to register a business (number)","Start-up procedures to register a business, female (number)","Start-up procedures to register a business, male (number)","Strength of legal rights index (0=weak to 12=strong)","Surface area (sq. km)","Tax payments (number)","Theoretical duration of primary education (years)","Theoretical duration of secondary education (years)","Time required to build a warehouse (days)","Time required to enforce a contract (days)","Time required to get electricity (days)","Time required to register property (days)","Time required to start a business (days)","Time required to start a business, female (days)","Time required to start a business, male (days)","Time to prepare and pay taxes (hours)","Time to resolve insolvency (years)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Total tax rate (% of commercial profits)","Trade (% of GDP)","Tuberculosis case detection rate (%, all forms)","Urban population","Urban population (% of total)","Urban population growth (annual %)"
"1","Afghanistan","Asia","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,19.9,19.9,19.9,0,NA,38.1,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,9,0,27.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,9,NA,20,NA,NA,356,1642,114,250,7.5,8,7,275,2,NA,48.3,NA,NA,NA,NA,NA
"2","Afghanistan","Asia","2015",0,0,71.2034,86.9544640455406,82.3383905847299,4.61607346081071,-5.65736076451711,4279539743.91134,4048365880.81825,33.102038592,1929907.728,23532.528,0.955979348648415,1,-3.58766580390759,2.25259501693017,19,19,19,0,8.8,38.42,0.343435848199918,3.87173500275925,3.87173500275925,182,416.1362204323,184.9991938567,7.1496011812672,1382109891.48521,-42.6799130219231,1500,0.00468650587494128,110000,0.343677097495694,0.874678514378757,169086610,NA,NA,2.06782464846981,13500,19331286549.3323,20158379460.8499,0.84071852799228,619.75131158497,594.323081219966,-1.9465865993342,1808.12602751337,1925.16522757776,58812123337.7274,62619006135.0523,12.5558356447626,2427204567.15225,19508686622.82,610,1940,19899806060.0027,63193650572.8004,27581862834.606,78,78,68,656.7642928456,49.8295142031903,9632686176.75893,31.9,27,45.1,55.3,47,78.2,189,4.10698934645339,4304733779.51101,4340660736.83518,-1.53384658328173,3.81714892377272,1.17554692684705,382365,8.26,0,652860,1.92613064033961,52,396,4.7e+08,5571213248.96604,31.2509632173173,19709018,61.5776190975489,66.3,62.1,70.3,35.5,91.1,87.4,94.6,67399,4300,36242,94261,13,7,36.3,12.7,17.4,0,1.55796039344626,301173787.982201,46.1,100,44.0419494688679,53.488960806863,2.46908972426905,49.8216493582085,2.80298628268961,48.4307502280751,32526562,4,0,13,9,0,27.7,0.5,2666254,23840994,73.297,2.23025287345193,46,1.41422877708379,1.64595141337264,10253792722.7859,3,4,3,9,652860,20,6,6,356,1642,114,250,7.5,8,7,275,2,1,36.5,56.9791153844575,58,8685568,26.703,4.39215196902304
"3","Afghanistan","Asia","2014",0,0,76.7336,89.7737769801677,85.1533841648746,4.62039281529307,-0.100457250332653,4536167080.53868,4537459835.73997,34.283472,2209428,25920,0.779998587973144,1,-6.17621855701412,2.3973486012704,15.1,15.1,15.1,0,NA,40.5,-2.2808739520143,3.81845543309166,3.81845543309166,NA,415.5019226288,171.0458221931,6.63445247528137,1330220318.9028,-39.6046586578559,1500,0.00479531700849711,101931,0.325860971995413,0.243169793342372,48756005.3,0,0,2.06782464846981,13500,20050189881.6659,19990317160.6756,1.31253090764642,632.054805733833,633.947864294639,-1.71461102327001,1844.02150297921,1942.48461012269,58321801149.6039,61435943661.5631,12.765213571599,2559449559.90578,20230297553.1737,660,1960,20749829438.9194,61987812986.7453,27990999144.5516,75,75,66,657.3003905107,46.2391111331373,9271029581.78853,31.8,27,45.1,55.2,47,78.2,189,2.40881374274578,4134913329.58007,4318176710.19987,4.60433400900534,0.243080560140356,NA,NA,7,0,652860,2.15319131812495,46,425,570534000,7729169000,41.3946354073651,18407168,58.8454705257758,68.1,NA,NA,36.1,93.9,NA,NA,69579,4600,37038,97692,13,7,36.3,12.8,17.4,0,1.33694866130415,268060745.211873,47.1,100,44.8709961512615,52.6943193054805,2.43468454325801,48.4445455380939,3.03347255254667,48.4580889811546,31627506,4,0,13,9,0,27.7,0,2596270,23315165,73.718,2.4774933646149,32,1.0117775331384,2.19989627055945,10483048016.6142,3,4,3,9,652860,20,6,6,356,1642,114,250,7.5,8,7,275,2,NA,36.5,52.8735636084186,53,8312341,26.282,4.60963006738531
"4","Albania","Europe","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,10.1,10.1,10.1,6,NA,68.9,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,6,14.1,22.9,38.9,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,7,NA,34,NA,NA,220,525,134,19,5,5,5,261,2,NA,36.5,NA,NA,NA,NA,NA
"5","Albania","Europe","2015",0,0,21.8354,44.8069727869847,26.8562063167075,17.9507664702772,-6.99999999592367,2258193664.07167,2222989605.49631,0,0,0,35.0991075227746,9,24.6583957358964,21.9263189851716,10.3,10.3,10.3,6,10.3,61.3,62.9025576834959,35.4587260465621,35.343448040211,90,737.9352149304,558.1535400469,27.1889596891983,3099104326.9017,-17.7152079482527,242870,7.596854657566,226718,7.09162800779861,8.69648663247406,991259675.236875,0.69592949118004,79324774.5404325,28.1569343065693,7715,11398392444.316,13125739815.5958,2.80000000053559,4543.08796119982,3945.21758150914,2.95965280011498,10401.1834709458,11248.9640690007,30050756045.2022,32500135772.3426,10.1723647440278,1159486054.39153,11233126204.3429,4280,11090,12355634127.8711,32028913600.9751,13417641368.5845,98,98,98,395.8823475487,44.904167637451,5118353251.17021,93.2,90.2,95.5,95.1,95.2,94.9,19,8.50000003914582,3083332697.49984,2553713955.45281,1.88780953170611,0.15953541940425,1.98903641031678,57616,63.252932696931,18.8,27400,0.0533605376602974,1900,29,1929552770.74998,4318442966.64129,54.8147097752098,3400955,106.380206826378,12.5,11.2,13.7,6.2,14,12.5,15.3,564,11,279,618,11,6,3.6,0,0,0,9.18539708407677,1046987607.21183,17.1,100,18.5462041185786,69.0574620108062,12.3963338706153,105.444051094891,-0.155183807365525,50.3976795495808,2889167,3,0,NA,6,14.1,20.7,27.1,10421,1230583,42.593,-2.47127694006444,109,37.7271372682853,1.99999999575181,5267559860.68682,5,5,5,7,28750,34,5,7,NA,525,177,22,5,5,5,357,2,6.6,36.5,72.0931273266492,76,1658584,57.407,1.59858032055041
"6","Albania","Europe","2014",454481911.038353,35034125.6037926,21.4896,44.912168418691,27.4324893468808,17.4796790718102,2.00000001767089,2428165230.07816,2644346345.0614,0,151632,1992,34.5713522474511,7,27.6844359146156,21.9534480979498,10.1,10.1,10.1,6,NA,66.56,68.0169675909521,37.5533394574249,37.4257575664228,NA,929.5632553159,612.416540963,28.230908028688,3732085800.80243,-18.993889531728,207931,6.52759940390775,235734,7.40042186052484,8.69437695800456,1149384240.80512,0.572408606517385,75671601.8652243,28.1919708029197,7724.6,13219857459.1009,12768229392.5364,1.79999999809164,4412.49347452612,4568.56882650826,1.90547093552725,10102.1936147537,11118.1540184429,29232252962.1066,32172090848.0834,11.4591883056733,1514888359.97998,13061911627.1265,4440,10990,12846898324.9342,31787710935.4346,15730822581.1345,98,98,98,479.4287888233,47.224797560416,6243050922.83597,93.2,90.2,95.5,95.1,95.2,94.9,19,-3.6000000244842,2841781286.993,2843639432.22929,1.63177798824094,1.42233738463318,NA,NA,60.1,18.8,27400,0.0528783697299301,1900,29,2430622000,5229801000,57.9463358337978,3359654,105.469965746985,12.9,NA,NA,6.5,14.4,NA,NA,561,11,282,613,11,6,3.1,0,0,0,8.63598707633844,1141665181.67832,16,100,18.9304268021744,69.007321236014,12.0622519618116,105.607810218978,-0.103552394913117,50.2597523044106,2893654,3,0,20,6,9.5,20,16.7,10158,1261373,43.591,-2.42993709836536,69,23.8452835065975,5.50000001232507,6049197694.90098,5,5,5,7,28750,34,5,7,258,525,177,22,5,5,5,357,2,NA,31.4,75.455705589104,75,1632281,56.409,1.73201954134883
"7","Algeria","Africa","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,11.1,11.1,11.1,0,NA,47.76,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,10,8.3,31.6,3,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,2,NA,27,NA,NA,130,630,180,55,20,20,20,265,1.3,NA,65.6,NA,NA,NA,NA,NA
"8","Algeria","Africa","2015",0,0,10.4716,52.6175788480175,43.5550889116773,9.06248993634015,7.60000000000001,19485337564.356,20000953408.1361,24.7233775039506,5910835.50968224,68096.2679034272,8.26565643388043,4,-4.18029375269295,5.25290756724198,10.9,10.9,10.9,0,7.5,45.88,39.7646023401795,21.5999020141207,21.5703420857569,163,171.5151679311,86.1248145415,NA,NA,NA,2262005,5.56685248395264,3267592,8.04162795473209,-0.241788793531833,-403397081.115475,0.0572633291975553,95537346.9374922,0.821248331052088,19560,166838617796.555,190163231777.852,3.89999999999992,4794.04889997664,4206.03123244958,1.98216038568944,13822.5662222971,14717.294835722,548293085685.505,583783855229.768,NA,NA,162253617796.555,4870,14310,193012651018.12,567740513396.929,NA,95,95,95,561.5636244684,NA,NA,87.6,82.2,89.8,83.6,81.8,84.3,75,2.08832784658637,81396507808.697,59814591911.5237,4.78497696272015,-6.0241949734025,0.611072022730303,242391,38.2,30.6,2381740,0.419341330359853,240,140,3.7787e+10,5.1501e+10,53.5175855441808,45928449,113.031094272445,21.9,20.5,23.2,15.5,25.5,24,26.8,20899,1300,14773,24269,NA,NA,35.5,0.8,2.3,0.2,0.164773094480115,274905153.331235,30.9,100,28.5387104424263,65.5232514857177,5.93803807185601,16.6544286949877,1.86309982968956,49.6865253036194,39666519,NA,0,17,10,6.6,31.6,1.9,3490,11611580,29.273,-0.159153932058473,101,2.54622796620999,4.75980847402089,73428028610.1891,12,12,12,2,2381740,27,NA,NA,220,630,180,55,20,20,20,385,1.3,0.6,72.7,NA,80,28054939,70.727,2.71219975510464
"9","Algeria","Africa","2014",29695966985.5522,67603808.1107839,10.7914,51.5366314692964,42.7422850830525,8.79434638624392,2.49999988113802,18109049781,21984581590.737,21.6623331878,5021288.96334419,60066,7.49126618175207,4,-20.3588247565291,5.20524942428332,11,11,11,0,NA,45.57,18.0271594550436,18.3770356918316,18.3527012093254,NA,285.4395122798,76.2520439945,30.5292846694007,65185667233.3983,-1.45194517048697,1599692,4.00634657357731,3098787,7.7607531197855,0.70413251397068,1503453102.19186,-0.00863561146996173,-18438627.0996402,0.818057386616507,19484,213518488688.12,183025247139.415,3.7999999999999,4700.87011477878,5484.0668056148,1.80528098926762,13553.9060655521,14277.6284858108,527712305760.833,555889956194.47,19.4330612185756,41493178619.7396,208830646942.752,5490,13960,213783589556.396,543685279407.508,216618660072.724,95,95,95,638.7525896849,31.9812298398877,68285838618.0022,87.4,81.5,89.9,84,81.9,84.9,72,1.50403310462481,79731453659.4389,90455392844.2895,2.91640641265896,-0.412084646482057,NA,NA,25,30.6,2381740,0.430674101847726,230,141,6.2886e+10,5.858e+10,56.8878136719213,43298174,108.438056230233,22,NA,NA,15.6,25.6,NA,NA,21375,1300,15138,24676,11,6,35.5,1.1,3.1,0.2,0.142337640968011,303917179.829219,28.8,100,28.2059094679775,65.9906446582597,5.80344587376273,16.3470126882027,1.94039918384128,49.6776392784836,38934334,1,0,18,10,6.6,31.6,2,3524,11630075,29.871,-0.110668893745777,77,1.97768889535904,6.56512219334029,85709634023.7531,13,13,13,2,2381740,27,5,7,205,630,180,55,22,22,22,385,1.3,NA,72.7,62.5105145092884,80,27304259,70.129,2.82697811328839
"10","American Samoa","Oceania","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
